Name,Link,Price,Image,Information
PC GAMING GIGABYTE AORUS 002 (I7 10700K/Z490/16GB RAM/512GB SSD/RTX 2060S/650W/RGB),https://www.hanoicomputer.vn/pc-gaming-gigabyte-aorus-002-i7-10700k-z490-16gb-ram-512gb-ssd-rtx-2060s-650w-rgb,41.399.000 đ,['https://hanoicomputercdn.com/media/product/55562_gigabyte_aorus_02.jpg'],"['Chủng loại', 'PC GAMING HANOICOMPUTER', 'Model', 'PCGM250', 'Kiểu dáng', 'Mid Tower', 'Bộ vi xử lý', 'CPU Intel Core i7-10700K Avengers Edition (CPUI405)', 'Mainboard', 'Gigabyte Z490 AORUS ELITE (MBGI557)', 'Ram', 'Ram Desktop Gigabyte AORUS RGB 16GB (2x8GB) DDR4 3200Mhz (RAGI003)', 'VGA', 'Card Gigabyte RTX 2060 Super AORUS-8GC (VGGI433)', 'Ổ cứng', 'Ổ cứng SSD Gigabyte AORUS RGB 512GB PCIe Gen 3x4 (HDGI003)', 'Giao tiếp mạng', 'Realtek® 2.5GbE LAN chip (2.5 Gbit/1 Gbit/100 Mbit)', 'Realtek® 2.5GbE LAN chip (2.5 Gbit/1 Gbit/100 Mbit)', 'Not Given', 'Cổng giao tiếp', 'Trước:2 x USB 3.01 x HDMI1 x USB Type-C1 x Microphone jack1 x Headphone jackSau:2 x USB 3.2 Gen 2 Type-A ports (red)4 x USB 3.2 Gen 1 ports4 x USB 2.0/1.1 ports1 x RJ-45 port1 x optical S/PDIF Out connector5 x audio jacks', 'Cổng xuất hình', '1 x USB Type-C3 x HDMI3 x DisplayPort', 'Audio', 'Realtek® ALC1200 codec High Definition Audio 2/4/5.1/7.1-channel', 'Nguồn', 'Nguồn Gigabyte GAGP-PB650 650W-Active PFC - 80 Plus Bronze (PWGI013)', 'Hệ thống tản nhiệt', 'Tản nhiệt CPU GIGABYTE AORUS GP-ATC800 RGB (FANC689)', 'Vỏ Case', 'Case Gigabyte GB-AC300G Tempered Glass Mid-Tower Gaming RGB (CSGI003)', 'Kích Thước', '211 x 469 x 458 mm', 'Fan Led', '1 x Fan Case Vitra Luna ARGB ( 5 Fan Pack / Kèm điều khiển) (FANA564)']"
PC GAMING FALCON 016 (R5 3600/B450M/8GB RAM/RX 5500XT/550W/Tản CR1200/RGB),https://www.hanoicomputer.vn/pc-gaming-falcon-016-r5-3600-b450m-8gb-ram-rx-5500xt-8g-nguon-550w-quat-cr1200-rgb,15.599.000 đ,"['https://hanoicomputercdn.com/media/product/120_52114_pcgm181_2.jpg', 'https://hanoicomputercdn.com/media/product/120_52114_51712_card_man_hinh_msi_rx_5500_xt_mech_oc___8g.jpg', 'https://hanoicomputercdn.com/media/product/120_52114_51397_ram_adata_d41_grey_single.jpg', 'https://hanoicomputercdn.com/media/product/120_52114_51070_tan_nhiet_khi_jonsbo_cr_1200_0004_5.jpg', 'https://hanoicomputercdn.com/media/product/120_52114_51065_1464_48ec3c2a1db35823ebb279b2e8d1902b.png', 'https://hanoicomputercdn.com/media/product/120_52114_31131_nguon_fsp_hyn_series_hyn550atx_500w_0002_3.jpg', 'https://hanoicomputercdn.com/media/product/120_52114_pc_gaming_falcon_16.jpg']","['THÔNG TIN CƠ BẢN', 'Thương hiệu', 'PC HANOICOMPUTER', 'Model', 'PCGM180', 'CHI TIẾT', 'Mainboard', 'ASUS B450', 'CPU', 'AMD\xa0Ryzen 5 3600 (3.6 GHz Upto 4.2GHz/32MB/6 Cores,12 Threads/65W/ Socket AM4)', 'Ram', 'Adata XPG Spectrix D41 RGB DRR4 8GB/3000 (1*8GB)', 'Ổ Cứng', 'SSD,HDD Tự chọn', 'VGA', 'MSI RX 5500 XT MECH OC - 8G', 'Nguồn', 'FSP Power Supply HYN Series Model HYN550ATX - Active PFC', 'Cổng xuất hình', '3 x DisplayPort1 x HDMI', 'Tản nhiệt', 'Tản nhiệt khí Jonsbo CR-1200', 'Fan Led', 'Fan Case Vitra Rainbow RGB', 'Vỏ', 'Case Vitra Glitter Force X1 Pro Temper Glass (Mid Tower/Màu Đen)']"
PC ENTHUSIAST GAMING LIMITED 001 (I9 10940X/X299X/64GB RAM/1TB SSD /RTX 2080Ti/1200W/WaterCooling EK/Win 10 Pro/LED RGB),https://www.hanoicomputer.vn/pc-enthusiast-gaming-limited-001,159.999.000 đ,"['https://hanoicomputercdn.com/media/product/120_53301_pcgm199_3_2.jpg', 'https://hanoicomputercdn.com/media/product/120_53301_47511_lian_li_pc_o11_modding_11.jpg', 'https://hanoicomputercdn.com/media/product/120_53301_47511_lian_li_pc_o11_modding_10.jpg', 'https://hanoicomputercdn.com/media/product/120_53301_47511_lian_li_pc_o11_modding_8.jpg', 'https://hanoicomputercdn.com/media/product/120_53301_47511_lian_li_pc_o11_modding_5.jpg', 'https://hanoicomputercdn.com/media/product/120_53301_47511_lian_li_pc_o11_modding_3.jpg', 'https://hanoicomputercdn.com/media/product/120_53301_47511_lian_li_pc_o11_modding_1.jpg']","['Chủng loại', 'PC GAMING HANOICOMPUTER', 'Model', 'PCGM199', 'Kiểu dáng', 'Mid Tower', 'Bộ vi xử lý', 'Intel Core i9-10940X', 'Mainboard', 'GIGABYTE X299X DESIGNARE 10G', 'Ram', 'RAM Gskill Trident Z Neo 64GB (8x8GB) DDR4 3600MHz', 'VGA', 'Gigabyte AORUS RTX 2080Ti XTREME WATERFORCE WB 11G', 'Ổ cứng', '1 x SSD Samsung 970 EVO Plus 1TB PCIe NVMe 3.0x41 x HDD Western Caviar Black 6TB', 'Giao tiếp mạng', 'Intel® 10GbE LAN', 'Cổng giao tiếp', 'Sau:2 x Thunderbolt™ 3 connectors (USB Type-C™ ports, with USB 3.2 Gen 2 support)2 x SMA antenna connectors (2T2R)4 x USB 3.2 Gen 1 ports2 x RJ-45 ports1 x optical S/PDIF Out connector5 x audio jacks', 'Cổng xuất hình', '3 x DisplayPort3 x HDMI1 x USB Type-C™', 'Audio', 'Realtek® ALC1200 codec', 'Nguồn', 'FSP Power Supply HYDRO PTM+ Series 1200W - Active PFC - 80 Plus Platinum - Full Modular', 'Hệ thống tản nhiệt', 'Tản nhiệt Custom EK', 'Vỏ Case', 'LianLi O11 DYNAMIC', 'Kích Thước', 'Hệ điều hành', 'Windows 10 Pro 64Bit']"
PC GAMING FALCON 031 (I7 10700/Z490/16GB RAM/250 SSD/GTX 1660 SUPER/600W/TẢN XM WPRO/RGB),https://www.hanoicomputer.vn/pc-gaming-falcon-31,27.699.000 đ,['https://hanoicomputercdn.com/media/product/53833_pcgm215_2_3.jpg'],"['Chủng loại', 'PC GAMING HANOICOMPUTER', 'Model', 'PCGM215', 'Kiểu dáng', 'Mid Tower', 'Bộ vi xử lý', 'Intel Core i7-10700', 'Mainboard', 'GIGABYTE Z490 GAMING X', 'Ram', 'Corsair Vengeance PRO RGB 16GB (2x8GB) DDR4 3000MHz', 'VGA', 'Gigabyte GTX 1660 Super OC - 6GD', 'Ổ cứng', 'SSD WD SN550 Blue 250GB M.2 2280 PCIe NVMe', 'Giao tiếp mạng', 'Intel i219V', 'Intel i219V', 'Not Given', 'Cổng giao tiếp', 'Trước:2 x USB 3.0RGB LED SwitchReset ButtonAudio In & Out (Supports AC97 / HD Audio)Sau:1 x PS/2 keyboard/mouse port1 x USB 3.2 Gen 2 Type-A port (red)5 x USB 3.2 Gen 1 ports2 x USB 2.0/1.1 ports1 x RJ-45 port6 x audio jacks)', 'Cổng xuất hình', '1 x HDMI3 x DisplayPort', 'Audio', 'Realtek® ALC887 7.1-Channel High Definition Audio CODEC *', 'Nguồn', 'FSP Power Supply HYPER K Series Model HP600 - Active PFC - 80 Plus Standard', 'Hệ thống tản nhiệt', 'Tản nhiệt khí CPU Xigmatek WINDPOWER PRO ARGB (EN44276)', 'Vỏ Case', 'Vỏ Case Gigabyte C200 GLASS', 'Kích Thước', 'H=514 W=277 D=523 mm', 'Phụ kiện', 'Fan Case ID Cooling DF-12025-ARGB TRIO 3pcs Pack', 'Hệ điều hành', 'Not Given']"
PC GAMING FALCON 039 (R7 3800X/B550/16GB RAM/500GB SSD/RTX 2060 Super/650W/Tản CR-1000GT/RGB,https://www.hanoicomputer.vn/pc-gaming-falcon-039,28.999.000 đ,['https://hanoicomputercdn.com/media/product/54398_pcgm233.jpg'],"['Chủng loại', 'PC GAMING HANOICOMPUTER', 'Model', 'PCGM232', 'Kiểu dáng', 'Mini Tower', 'Bộ vi xử lý', 'AMD\xa0Ryzen 7 3800X', 'Mainboard', 'ASUS TUF GAMING B550M-PLUS', 'Ram', 'Ram Desktop Corsair Vengeance PRO RGB 16GB (2x8GB) DDR4 3000MHz', 'VGA', 'ASUS TUF RTX 2060-O6G GAMING', 'Ổ cứng', 'SSD WD SN550 Blue 500GB M.2 2280 PCIe NVMe', 'Giao tiếp mạng', 'Realtek RTL8125B 2.5Gb EthernetTUF LANGuard', 'Cổng giao tiếp', 'Trước:1 x USB 3.02 x USB 2.0HD AudioSau:1 x PS/2 keyboard/mouse combo port(s)1 x LAN (2.5G) port(s)\xa02 x USB 3.2 Gen 2 (teal blue) (1 x Type-A+1 x USB Type-C®)4 x USB 3.2 Gen 1 (blue) Type-A2 x USB 2.01 x Optical S/PDIF out5 x Audio jack(s)1 x BIOS FlashBack™ Button(s', 'Cổng xuất hình', '1 x DVI-D2 x HDMI1 x DisplayPort', 'Audio', 'Realtek ALC S1200A 7.1 Surround Sound High Definition Audio CODEC', 'Realtek ALC S1200A 7.1 Surround Sound High Definition Audio CODEC', 'Not Given', 'Nguồn', 'Cooler Master MWE Bronze V2 650w 80 Plus Bronze', 'Hệ thống tản nhiệt', 'Tản nhiệt khí Jonsbo CR-1000 GT', 'Vỏ Case', 'Case Xigmatek NYC QUEEN\xa0 (Mini-Tower/Màu Hồng) EN45723', 'Kích Thước', '358 mm x 200 mm x 395 mm', 'Phụ kiện', '1 x Fan Case Vitra Luna ARGB ( 5 Fan Pack / Kèm điều khiển)', 'Hệ điều hành', 'Not Given']"
PC Dựng phim P013 (i5-10400/B460/16GB RAM/RTX 2060/500GB SSD/600w),https://www.hanoicomputer.vn/pc-dung-phim-p013-i5-10400-b460-16gb-ram-rtx-2060-500gb-ssd-600w,21.099.000 đ,['https://hanoicomputercdn.com/media/product/56058_pc_d___ng_phim_p013.png'],"['Chủng loại', 'PC Dựng phim', 'Model', 'P013', 'Kiểu dáng', 'Tower', 'Bộ vi xử lý', 'Intel Core i5 10400', 'Quạt tản nhiệt CPU', 'Đi kèm', 'Mainboard', 'MSI MAG B460M BAZOOKA', 'Ram', 'Kingston HyperX Fury Black 16GB bus 2666MHz (2*8GB) - HX426C16FB3K2/16', 'VGA rời', 'Inno3D RTX 2060 GAMING OC X2 6GB', 'Ổ cứng', 'WD SN550 Blue 500GB M.2 2280 PCIe NVMe 3x4', 'Giao tiếp mạng', '1x Realtek® RTL8111H Gigabit LAN Controller', 'Cổng giao tiếp', 'Phía trướcUSB3.0 x 1, USB2.0 x 1, 1 HD Audio, 1 điều khiển đènPhía sauPS/2 Combo PortGigabit LAN2 USB 2.0 PortsDVI-DHDMI Port4 USB 3.2 Gen 1 5Gbps (Type-A)HD Audio Connectors', 'Cổng xuất hình', 'HDMI 2.0b, 3x DisplayPort 1.4', 'Audio', 'Realtek® ALC892 Codec 7.1-Channel High Definition Audio', 'Nguồn', 'FSP Power Supply HYPER K Series HP600 Active PFC', 'Vỏ Case', 'GAMEMAX REVOLT', 'Kích Thước', 'L421 x W210 x H460 mm', 'Hệ điều hành', 'Không bao gồm']"
PC Dựng CAD C001 (i3-10100/H410/16GB RAM/Quadro P620/240GB SSD/400w),https://www.hanoicomputer.vn/pc-dung-cad-c001,13.399.000 đ,['https://hanoicomputercdn.com/media/product/53717_pc_d___ng_cad_c001.png'],Not Given
PC MMO M004 (Dual E5-2680v3/C612/64GB RAM/240GB SSD/700W),https://www.hanoicomputer.vn/pc-mmo-m004-dual-e5-2680v3-64gb-ram-240gb-ssd-700w,27.899.000 đ,['https://hanoicomputercdn.com/media/product/53981_pc_mmo_m004.png'],"['Chủng loại', 'PC MMO (Make Money Online)', 'Model', 'M004', 'Kiểu dáng', 'Mid Tower', 'Bộ vi xử lý', 'Xeon E5-2680v3 x 2', 'Mainboard', 'Asus Z10PA-D8C', 'Ram', 'Ram DDR4 SK Hynix 64GB/2400 ECC Registered (32GBx2)', 'Ổ cứng', 'SSD Kingfast F6 Pro 240GB SATA3 2.5 inch', 'Giao tiếp mạng', '2 x Intel® I210AT', 'Cổng giao tiếp', 'Trước:2 x USB 2.01 x USB 3.02 x Audio jacks\xa0Sau:2 x USB 3.1 Gen 12 x USB 2.01 x VGA2 x GbE LAN1 x PS/2', 'Nguồn', 'Sama BTX-700', 'Vỏ Case', 'Sama Tank 3', 'Kích Thước (DxWxH)', '(51 x 21 x 43) cm', 'Hệ điều hành', 'Chưa bao gồm']"
PC Dựng CAD C006 (i5-10600/B460/16GB RAM/Quadro P620/240GB SSD/450w),https://www.hanoicomputer.vn/pc-dung-cad-c006,17.099.000 đ,['https://hanoicomputercdn.com/media/product/53719_pc_d___ng_cad_c006.png'],Not Given
HNC STANDARD WORKSTATION SW28 (R9 3900X/X570/32GB RAM (16x2)/250GB SSD/750W),https://www.hanoicomputer.vn/hnc-standard-workstation-sw28,28.999.000 đ,['https://hanoicomputercdn.com/media/product/52826_pcws066_sw.png'],"['Hãng sản xuất', 'HNC', 'Chủng loại', 'STANDARD WORKSTATION', 'Part Number', 'SW28', 'Kiểu dáng', 'Tower', 'Bộ vi xử lý', 'Ryzen 9 3900X', 'Mainboard', 'Asus TUF Gaming X570 Plus', 'Bộ nhớ trong', 'Corsair Vengeance 32GB Bus 3200Mhz (16x2)', 'GPU (Card đồ họa)', 'Không bao gồm', 'Ổ cứng', 'Samsung 970 Evo Plus 250GB SSD NVME', 'Giao tiếp mạng', 'Realtek® L8200A', 'Cổng giao tiếp', 'Trước:2\xa0x USB 3.01 x Microphone jack1 x Headphone jack\xa0Sau:1 x PS/21 x DisplayPort1 x HDMI1 x RJ451 x Optical S/PDIF out5 x Audio jack(s)4 x USB 3.2 Gen 12 x USB 3.2 Gen 2 Type-A1 x USB 3.2 Gen 2 Type-C', 'Audio', 'Realtek® ALC S1200A', 'Ổ quang', 'Không bao gồm', 'Bàn phím / Chuột', 'Không bao gồm', 'Nguồn', 'FSP Hydro G Pro HG2-750 80+ Gold', 'Hệ điều hành', 'Không bao gồm']"
PC Trading T003 (i3-10100/B460/8GB RAM/240GB SSD/Quadro P400 x 2/450W),https://www.hanoicomputer.vn/pc-trading-t003-i3-10100-b460-8gb-ram-240gb-ssd-quadro-p400-450w,14.099.000 đ,['https://hanoicomputercdn.com/media/product/54512_trading_t003.png'],"['Chủng loại', 'PC Trading', 'Model', 'T003', 'Kiểu dáng', 'Mid Tower', 'Bộ vi xử lý', 'Core i3-10100', 'Mainboard', 'Asus TUF Gaming B460M-Plus', 'Ram', 'Kingston HyperX Fury Black 8GB DDR4 2666Mhz', 'VGA', '2 x Quadro P400 2GB GDDR5', 'Ổ cứng', 'SSD Kingfast F6 PRO 240GB SATA3 6Gb/s 2.5""', 'Giao tiếp mạng', 'LAN 10/100/1000', 'Cổng giao tiếp', 'Trước:1 x USB 3.02 x USB 2.02 x Audio jacks\xa0Sau:1 x PS/21 x DVI1 x DisplayPort1 x HDMI1 x LAN (RJ45)4 x USB 3.2 Gen 12 x USB 2.03 x Audio jack(s)', 'Cổng xuất hình', '6 x Mini Displayport', 'Audio', 'Realtek ALC S1200A Codec', 'Nguồn', 'FSP HYN450ATX\xa0 Active PFC', 'Vỏ Case', 'Sama 3301', 'Kích Thước (DxWxH)', '(37.5 x 21.5 x 43.9) cm', 'Hệ điều hành', 'Chưa bao gồm']"
PC Render R004 (Dual E5-2678v3/32GB RAM/240GB SSD/RX570 8GB/700W),https://www.hanoicomputer.vn/pc-render-r004-dual-e5-2678v3-32gb-ram-240gb-ssd-rx570-8gb-700w,27.699.000 đ,['https://hanoicomputercdn.com/media/product/55669_asset_37.png'],"['Chủng loại', 'PC Render', 'Model', 'R004', 'Kiểu dáng', 'Mid Tower', 'Bộ vi xử lý', 'Xeon E5-2678v3 x 2 (Tổng cộng: 24 nhân, 48 luồng)', 'Mainboard', 'Supermicro MBD-X10DAL-I-O', 'Ram', 'Ram Samsung DDR4 32GB/2133 ECC Registered (16GB x 2)', 'VGA', 'Asus ROG Strix RX570-8G Gaming', 'Ổ cứng', 'SSD Kingfast F6 Pro 240GB SATA3 2.5 inch', 'Giao tiếp mạng', 'Dual LAN with Intel® i210 Gigabit Ethernet Controller', 'Cổng giao tiếp', 'Trước:2 x USB 2.01 x USB 3.01 x Audio jack\xa0Sau:2 x RJ454 x USB 3.01 x SPDIF out5 x Audio jacks', 'Cổng xuất hình', '1 x Displayport1 x HDMI2 x DVI-D', 'Nguồn', 'Sama BTX-700', 'Vỏ Case', 'Case SAMA Tank 3 - E ATX, Tempered Glass', 'Kích Thước (CxRxD)', '430 x 210 x 510 mm', 'Hệ điều hành', 'Chưa bao gồm']"
HNC STANDARD WORKSTATION SW31 (i9-10900K/Z490/32GB RAM/250GB SSD/650W),https://www.hanoicomputer.vn/hnc-standard-workstation-sw31,37.999.000 đ,"['https://hanoicomputercdn.com/media/product/120_52933_pcws069.jpg', 'https://hanoicomputercdn.com/media/product/120_52933_pcws069.png']","['Hãng sản xuất', 'HNC', 'Chủng loại', 'STANDARD WORKSTATION', 'Part Number', 'SW31', 'Kiểu dáng', 'Tower', 'Bộ vi xử lý', 'Intel Core i9-10900K', 'Mainboard', 'ASUS ProArt Z490-CREATOR 10G', 'Bộ nhớ trong', 'Kingston HyperX Predator RGB 32GB/3200Mhz (2*16GB)', 'GPU (Card đồ họa)', 'Không có', 'Ổ cứng', 'WD SN750 Black 250GB NVMe 3x4', 'Giao tiếp mạng', 'Intel® I225-V 2.5Gb Ethernet', 'Cổng giao tiếp', 'Trước:2 x USB 3.2 Gen 11 x Microphone jack1 x Headphone jack\xa0Sau:2 x Thunderbolt 3 (Type-C)2\xa0x USB 3.2 Gen\xa014\xa0x USB 3.2 Gen 21 x LAN Port1 x HDMI Port2 x DisplayPort IN cho\xa0Thunderbolt 31 x Optical S/PDIF OUT5 x Audio jack', 'Tản nhiệt', 'Asus ROG RYUO 240 - RGB 240mm Liquid CPU Cooler', 'Ổ quang', 'Không có', 'Bàn phím / Chuột', 'Không có', 'Nguồn', 'Asus ROG Strix 650W - 80+ Gold', 'Hệ điều hành', 'Không có']"
PC Render R003 (Dual E5-2678v3/32GB RAM/240GB SSD/RX570 4GB/700W),https://www.hanoicomputer.vn/pc-render-r003-dual-e5-2678v3-32gb-ram-240gb-ssd-rx570-4gb-700w-22,28.709.000 đ,['https://hanoicomputercdn.com/media/product/56055_pc_render_r003.png'],"['Chủng loại', 'PC Render', 'Model', 'R003', 'Kiểu dáng', 'Tower', 'Bộ vi xử lý', 'Dual Intel Xeon E5-2678v3', 'Quạt tản nhiệt CPU', '02 ID-Cooling CPU SE-224 XT Basic', 'Mainboard', 'Supermicro MBD-X10DAL-I-O', 'Ram', '02 DDRam 4 Samsung 16GB / 2133 ECC Registered', 'VGA rời', 'GIGABYTE RX570 GAMING-4G', 'Ổ cứng', 'SSD Kingfast F6 Pro 240GB 2.5 inch SATA3', 'Giao tiếp mạng', 'Dual GbE LAN ports via Intel® i210', 'Cổng giao tiếp', 'Phía trướcUSB3.0 x 1 - USB2.0 x2 - Audio in/out x 1 (HD Audio)Phía sau4 USB 3.02 RJ45 Gigabit Ethernet LAN portsAudio Port', 'Cổng xuất hình', 'HDMI 2.0 *1 Display Port 1.4 *3', 'Audio', '7.1 HD Audio', 'Nguồn', 'SAMA BTX700 700W 80+ Bronze', 'Vỏ Case', 'E-Dra Predator ECS1501', 'Kích Thước', '443x210x490 (C x R x D)', 'Hệ điều hành', 'Không bao gồm']"
Mainboard Asus Z11PA-D8 (Dual CPU Server & Workstation),https://www.hanoicomputer.vn/Mainboard-Asus-Z11PA-D8-Dual-CPU-Server-amp-Workstation,15.999.000 đ,"['https://hanoicomputercdn.com/media/product/120_42754_mainboard_asus_z11pa_d8_dual_cpu_server_amp_workstation_0000_1.jpg', 'https://hanoicomputercdn.com/media/product/120_42754_mainboard_asus_z11pa_d8_dual_cpu_server_amp_workstation_0002_3.jpg', 'https://hanoicomputercdn.com/media/product/120_42754_mainboard_asus_z11pa_d8_dual_cpu_server_amp_workstation_0001_2.jpg']","['Mô tả chi tiết', 'Hãng sản xuất', 'ASUS', 'Chủng loại', 'Z11PA-D8', 'CPU hỗ trợ', '2 x Socket P (LGA 3647)Intel® Xeon® Scalable Processors Family (165W)', 'Chipset', 'Intel® Lewisburg PCH C621', 'Bộ nhớ trong', '8 (4\xa0kênh\xa0cho mỗi\xa0CPU, 4 DIMM mỗi\xa0CPU)\xa0DDR4 ECC RDIMM / LRDIMM / 2666 / 2400Dung lượng Ram tối đa lên tới\xa0256GB RDIMMDung lượng Ram tối đa lên tới\xa0512GB LRDIMMDung lượng Ram tối đa lên tới\xa01024GB LR-DIMM 3DS', 'VGA onboard', 'Aspeed AST2500 with 64MB VRAM', 'Âm thanh', 'Không tích hợp', 'Khe mở rộng', 'Slot Location 1 : PCI-E x8Slot Location 3 : PCI-E x16Slot Location 5 : PCI-E x16Slot Location 6 : Khe cắm dành cho card Audio MIO', 'Chuẩn lưu trữ', 'SATA Controller :Intel® C621 12 x SATA3 6Gb/s ports (12 by 3 mini-SAS Connector)Intel® Rapid Storage Technology Enterprise(RSTe) (For Linux/Windows)(Support Software RAID 0, 1, 5, 10 )4 SATA3 6Gb/s port by 1miniSAS connector (Marvell 88SE9230)Intel® VROC (for Windows only; Support software RAID 0, 1, 10 & 5)', 'Cổng giao tiếp I/O sau', '4 x USB 3.0 ports1 x VGA port4 x RJ-45 GbE LAN ports1 x RJ-45 Mgmt LAN port', 'Giải pháp quản trị', 'ACC(ASUS Control Center)Optional ASMB9-iKVM for KVM-over-Internet', 'Kích thước', 'CEB (12""x10.5"", 305mm x 267mm)', 'Phụ kiện đi kèm', 'I/O Shield1 x Supporting DVD2 x LGA3647 carrier(Tùy vào quốc gia và vùng phụ kiện đi kèm sẽ khác nhau)']"
"CPU Intel Xeon Silver 4110 (2.1GHz turbo up to 3.0GHz, 8 nhân, 16 luồng, 11MB Cache, 85W) - Socket Intel LGA 3647",https://www.hanoicomputer.vn/cpu-intel-xeon-silver-4110210ghz-11mb-8-cores-16-threads-socket-p-lga3647intel-xeon-scalable,12.999.000 đ,['https://hanoicomputercdn.com/media/product/40825_hnc_intel_xeon_silver_right_facing_850x850.jpg'],"['Mô tả chi tiết – CPU', 'Hãng sản xuất', 'Intel', 'Chủng loại', 'Xeon Silver 4110', 'Dòng CPU', 'Xeon Scalable', 'Tốc độ', '2.1\xa0GHz\xa0turbo up 3.00 GHz', 'Bus Ram hỗ trợ', 'DDR4-2400', 'Nhân CPU', '8', 'Luồng CPU', '16', 'Bộ nhớ đệm', '11 MB', 'Tính năng, đặc điểm', 'Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512', 'Dây truyền công nghệ', '14 nm', 'TDP', '85W', 'Phụ kiện đi kèm', 'Not Given']"
DDRam 4 Kingston ECC 16GB 2400Mhz - KSM24ED8/16ME,https://www.hanoicomputer.vn/ddram-4-kingston-ecc-16gb-2400mhz-ksm24ed816me,2.999.000 đ,['https://hanoicomputercdn.com/media/product/47346_kingston_ecc_16gb_2400mhz_ksm24ed8.jpg'],"['Mô tả chi tiết', 'Hãng sản xuất', 'Kingston', 'Chủng loại', 'KSM24ED8/16ME', 'Dung lượng', '16GB / 2400', 'Loại RAM', 'DDR4 ECC']"
DDRam 4 Kingston ECC 32GB/2666 - KSM26RD4/32HAI Registered,https://www.hanoicomputer.vn/ddram-4-kingston-ecc-32gb/2666-ksm26rd4/32hai-registered,6.190.000 đ,['https://hanoicomputercdn.com/media/product/47682_kingston_ecc__32gb2666_ksm26rd432hai.jpg'],"['Mô tả chi tiết', 'Hãng sản xuất', 'Kingston', 'Chủng loại', 'KSM26RD4/32HAI', 'Dung lượng', '32GB', 'Loại bộ nhớ', 'DDR4 2666 ECC Registered']"
